"No filter data provided","No se han proporcionado filtros de datos"
"No source specified","Ninguna fuente especificada"
"No valid data sent","Los datos enviados no son válidos"
"No writer specified","Ningún escritor especificado"
"Node does not has model token tag","El nodo no tiene una etiqueta de señal modelo"
"Not implemented yet","Aún no implementado"
"Page size for import configurable products","Tamaño de página para importar productos configurables"
"Please fix errors and re-upload file","Por favor, corrija los errores y vuelva a cargar el archivo."
"Please fix errors and re-upload file or simply press ""Import"" button to skip rows with errors","Solucione los errores y vuelva a cargar el archivo, o pulse el botón ""Importar"" para omitir las filas con errores."
"Products","Productos"
"Replace Existing Complex Data","Reemplazar datos complejo existente"
"Select File to Import","Seleccione archivo para importar"
"Skip","Omitir"
"Some other FAQ","Algunas otras preguntas frecuentes"
"Source file moving failed","Fallo al mover el archivo de origen"
"Source file path must be a string","La ruta del archivo de origen debe ser una cadena"
"Source is not set","No se ha definido el origen"
"Status","Progreso"
"System busy","Sistema ocupado"
"There are no product types available for export","No hay tipos de artículos disponibles para la exportación"
"There is no data for export","No hay datos para exportar."
"This option will be ignore if it set less than 1.","Esta opción será ignorada si establece menos de 1."
"To","A"
"Total size of uploadable files must not exceed %s","El tamaño total de los archivos a cargar no puede exceder %s"
"Unknown attribute filter type","Tipo de filtro de atributo desconocido"
"Uploaded file has no extension","El archivo cargado no tiene extensión"
"Validation Results","Resultados de la validación"
"Validation finished successfully","La validación ha acabado correctamente."
"in rows","en filas"
"in rows:","en filas:"
